공간정보일련번호,지형지물부호,등록구,관리기관,행정동,허가번호,설치위치,방향,차도폭,길어깨(보도)의폭,높이,색상,도로구간번호,가로표지판규격,세로표지판규격,물건종류,허가구분
275,사설안내표지판,남구,남구 도시국 도시관리과,우암동,남구200258,우암로 우암중앙1길 입구,우암삼거리에서 동천삼거리 방향,20,2,,흰(미)색바탕 청색글자,우암로,800,400,국가기관및기초자치단체(구군청),허가
276,사설안내표지판,사상구,,엄궁동,사상구20058,엄궁동 산10417번지 앞 도로,,25,2,,,"대영로, 낙동로,금곡로",1200,350,공동주택,허가
277,사설안내표지판,금정구,금정구 도시국 건설과,부곡3동,금정구0826,부곡동811번지 부근도로,,7,1,,흰(미)색바탕 청색글자,오륜대순교자길,1200,850,국가기관및기초자치단체(구군청),허가
278,사설안내표지판,금정구,,온천1동,,,,15,5,0,,"미남로, 우장춘로,금샘길",,,,
279,사설안내표지판,사상구,,엄궁동,사상구20068,엄궁동 556 (55611번지 선도),,25,4,,기타,"대영로, 낙동로,금곡로",1500,850,기타,허가
280,사설안내표지판,부산진구,,가야1동,부산진구0901,가야동 맥도날드 앞,가야로에서 화신@ 방면,36,6,4,흰(미)색바탕 진황색(계열)글자,가야로,1200,550,종교시설,허가
281,사설안내표지판,사상구,사상구,학장동,사상구200828,"학장동 1682번지 앞, 보수로",세원로타리~구덕터널 방향,37,1,5,흰(미)색바탕 녹색(계열)글자,"보수로, 구청로",1200,550,의료시설,허가
282,사설안내표지판,부산진구,,개금1동,부산진구685,부산시 진구 개금1동 5443번지,,15,3,,흰(미)색바탕 검정(계열)글자,금야1로,1200,550,종교시설,허가
283,사설안내표지판,서구,서구 도시국 재난안전과,암남동,서구0877,암남동 8134(천마초교앞),,10,1,,갈색바탕 흰색글자,천해3길,1400,900,기타,허가
284,사설안내표지판,서구,서구 도시국 재난안전과,남부민2동,서구0877(1),암남동 434167(시영아파트앞),,8,,,갈색바탕 흰색글자,,1400,900,기타,허가
285,사설안내표지판,해운대구,해운대구 도시건설국 도시디자인과,우2동,200423,한양부동산 앞 도로,,30,2,2,흰(미)색바탕 청색글자,,1200,500,공동주택,허가
287,사설안내표지판,서구,서구 도시국 재난안전과,남부민2동,서구08107,서구 남부민동 1841,송도윗길입구잘\화정사간,25,0,,흰(미)색바탕 갈색(계열)글자,천마로,1200,550,종교시설,허가
114,사설안내표지판,남구,남구 도시국 도시관리과,대연3동,남구20038002,수영로 21센츄리빌딩 앞,대연사거리에서 대남교차로 방향,22,5,,기타,"수영로, 자성로",1500,850,교육기관(학교 등),허가
115,사설안내표지판,중구,,중앙동,중구 2009201122,중앙동2가 4932(오뗄제과앞),,26,7,,흰(미)색바탕 검정(계열)글자,"구덕로, 중앙로,금정로",1200,550,흰(미)색바탕 갈색(계열)글자,허가
116,사설안내표지판,중구,,중앙동,중구 2009201121,대창동1가 431,,26,7,,흰(미)색바탕 검정(계열)글자,"구덕로, 중앙로,금정로",1200,550,,허가
117,사설안내표지판,동구,,범일2동,,,,,,,,"수영로, 자성로",,,,허가
118,사설안내표지판,동구,,범일2동,,,,,,,,"수영로, 자성로",,,,허가
119,사설안내표지판,동구,동구,범일1동,동구200937,범일동 이광국치과 앞,,8,,6,흰(미)색바탕 녹색(계열)글자,,1200,550,의료시설,허가
120,사설안내표지판,해운대구,해운대구 도시건설국 도시디자인과,좌4동,200646,외환은행좌동지점앞(엄마랑유치원),,15,3,3,흰(미)색바탕 남색글자,양운로,1200,550,교육기관(학교 등),허가
121,사설안내표지판,해운대구,해운대구 도시건설국 도시디자인과,좌3동,200648,양운초등학교 앞 도로,,15,2,3,기타,호국길,1000,500,국가기관및기초자치단체(구군청),허가
122,사설안내표지판,해운대구,해운대구 도시건설국 도시디자인과,좌1동,200650,롯데3차아파트 입구도로,,10,2,,기타,순환로,1200,500,교육기관(학교 등),허가
123,사설안내표지판,해운대구,해운대구 도시건설국 도시디자인과,좌3동,200651,좌동 1370번지 도로,,20,2,3,흰(미)색바탕 청색글자,호국길,1200,500,기타,허가
124,사설안내표지판,부산진구,,당감1동,부산진구1117,백양터널 입구 앞(당감동일스위트 앞),백양터널 입구에서 백양터널 어귀 삼거리,26,7,5,흰(미)색바탕 진황색(계열)글자,제3도시고속도로(관문대로),1200,550,공동주택,허가
125,사설안내표지판,사상구,,학장동,사상구200320,학장동 303번지 선도,,16,7,6,기타,학장로,1500,850,국가기관및기초자치단체(구군청),허가
126,사설안내표지판,부산진구,,연지동,부산진구662,연지동 3120번지,,17,4,,기타,,1500,850,교육기관(학교 등),허가
127,사설안내표지판,중구,,중앙동,중구 2009201123,중앙동4가 9010(충장로),,40,5,,흰(미)색바탕 검정(계열)글자,"충장로, 전포로,거제로",1200,550,,허가
128,사설안내표지판,중구,,남포동,중구 2009201124,남포동5가 60(정관장앞),,26,7,,흰(미)색바탕 검정(계열)글자,"구덕로, 중앙로,금정로",1200,550,흰(미)색바탕 갈색(계열)글자,허가
129,사설안내표지판,중구,,영주1동,중구 20101,영주동1가 5811(제일사약국앞),,26,7,,,"구덕로, 중앙로,금정로",1200,550,,허가
130,사설안내표지판,남구,남구 도시국 도시관리과,용호3동,남구200446,용호동 용호사거리 빠리바게트 앞,백운포에서 이기대 삼거리 방향,16,3,,흰(미)색바탕 청색글자,"용호로, 신선대길",1100,800,교육기관(학교 등),허가
131,사설안내표지판,남구,남구 도시국 도시관리과,용호4동,남구20082,용호로 예문2길 근처 김치영치과의원 앞,용호사거리에서 백운포 방향,14,3,5,흰(미)색바탕 갈색(계열)글자,"용호로, 신선대길",1200,550,종교시설,허가
132,사설안내표지판,남구,남구 도시국 도시관리과,용호3동,남구200755,용호로 우리은행 용호동지점 근처,백운포에서 용호사거리 방향,14,3,5,흰(미)색바탕 갈색(계열)글자,"용호로, 신선대길",1200,550,종교시설,허가
133,사설안내표지판,사상구,,모라1동,사상구200317,모라동 7244번지 선도,,15,2,6,흰(미)색바탕 청색글자,사상로,1300,960,기타,허가
134,사설안내표지판,금정구,금정구 도시국 건설과,부곡3동,금정구0827,부산 금정구 부곡동601번지 부근도로,,28,3,,흰(미)색바탕 청색글자,"구덕로, 중앙로,금정로",1200,550,국가기관및기초자치단체(구군청),허가
135,사설안내표지판,금정구,금정구 도시국 건설과,부곡1동,금정구0933,부산 금정구 부곡동32975번지 부근 도로,,10,0,,흰(미)색바탕 녹색(계열)글자,강변1로,1200,550,,허가
136,사설안내표지판,금정구,금정구 도시국 건설과,서2동,금정구0931,부산광역시 금정구 서동 2956번지 부근도로,,11,0,,흰(미)색바탕 청색글자,서동중심1로,1200,550,교육기관(학교 등),허가
137,사설안내표지판,사상구,,모라3동,사상구200227,모라동 5651번지 선도,,8,,5,기타,모덕새싹길,900,500,교육기관(학교 등),허가
138,사설안내표지판,사상구,,괘법동,사상구200228,괘법동 5223번지 선도,,6,0,5,흰(미)색바탕 청색글자,창진1길,1500,850,종교시설,허가
139,사설안내표지판,동구,동구,범일2동,동구200944,범일동 다께일본음식점 앞(원앙길),,25,4,6,흰(미)색바탕 검정(계열)글자,범일로,1500,550,기타,허가
140,사설안내표지판,금정구,금정구 도시국 건설과,부곡2동,금정구1001,부산광역시 금정구 부곡동 2693번지 부근도로,,29,3,,흰(미)색바탕 갈색(계열)글자,"구덕로, 중앙로,금정로",1200,550,관광시설,허가
141,사설안내표지판,금정구,금정구 도시국 건설과,부곡3동,금정구0934,부산광역시 금정구 부곡동 6327번지 선도로,,28,3,,흰(미)색바탕 청색글자,"구덕로, 중앙로,금정로",1200,550,교육기관(학교 등),허가
142,사설안내표지판,사상구,,괘법동,사상구20031,괘법동 27219번지 선도,,15,3,5,기타,사상로,800,400,종교시설,허가
143,사설안내표지판,부산진구,,당감1동,부산진구6241,부산시 진구 당감동 381번지,,28,6,,,제3도시고속도로(관문대로),1800,1020,교육기관(학교 등),허가
144,사설안내표지판,연제구,,거제4동,,거제4동 676219,,12,,5,기타,해맞이로,1500,850,공동주택,허가
145,사설안내표지판,연제구,,연산3동,###############################################################################################################################################################################################################################################################,연산3동 193816,,25,,5,기타,"신암로, 동평로, 연산로",1200,1100,공동주택,허가
146,사설안내표지판,연제구,,연산1동,연제구2009110,연산1동 1041,,23,3,5,흰(미)색바탕 남색글자,"과정로, 좌수영로",1200,550,교육기관(학교 등),허가
147,사설안내표지판,동래구,동래구,사직2동,동래구201207,사직동 7412 쌍용예가103동 건너편,사직야구장,9,3,,흰(미)색바탕 갈색(계열)글자,"여고길,석사로,석미로",1200,550,종교시설,허가
148,사설안내표지판,동래구,동래구,명륜동,동래구201236,명륜동 71,온천로터리,10,2,,흰(미)색바탕 갈색(계열)글자,문화로,1200,550,종교시설,허가
149,사설안내표지판,사상구,,삼락동,사상구20032,삼락동 3561번지 앞 도로 맞은편,,28,4,5,,"대영로, 낙동로,금곡로",1800,1020,국가기관및기초자치단체(구군청),허가
150,사설안내표지판,서구,서구 도시국 재난안전과,암남동,200750,암남동 121(환경종합단지 입구),사하구에서 고신대병원쪽에서,4,,,흰(미)색바탕 청색글자,"충무로, 감천로",990,40,의료시설,허가
151,사설안내표지판,남구,남구 도시국 도시관리과,문현4동,남구200544,문현동 포부대길 대성주택 근처,지게골역 근처에서 포부대길,8,,,기타,우암중앙길,800,400,종교시설,허가
152,사설안내표지판,수영구,수영구 도시국 도시관리과,민락동,수영구2006,수영구 민락동 2816,광남로 방향,6,,3,기타,민락해변5길,1200,550,국가기관및기초자치단체(구군청),허가
153,사설안내표지판,수영구,수영구 도시국 도시관리과,민락동,수영구2006,수영구 민락동 18147,광남로 방향,16,2,3,기타,광안해변로,1200,550,국가기관및기초자치단체(구군청),허가
154,사설안내표지판,수영구,수영구 도시국 도시관리과,민락동,수영구2006282,수영구 민락동 16022,광남로 방향,15,3,3,흰(미)색바탕 청색글자,"광남로, 해운대해변로",1200,550,의료시설,허가
155,사설안내표지판,수영구,수영구 도시국 도시관리과,광안2동,수영구2006,수영구 광안동 1688,수영로타리에서 대남로타리,21,5,2,기타,"수영로, 자성로",600,400,국가기관및기초자치단체(구군청),허가
156,사설안내표지판,수영구,수영구 도시국 도시관리과,광안2동,수영구2006,수영구 광안2동 1651,광안해수욕장로에서광안해수욕장삼거리,21,5,5,기타,"수영로, 자성로",1200,550,국가기관및기초자치단체(구군청),허가
157,사설안내표지판,수영구,수영구 도시국 도시관리과,광안2동,수영구2006,광안2동 16211앞,광안해수욕장사거리에서 광남로쪽,21,,5,기타,해수욕장로,1200,550,국가기관및기초자치단체(구군청),허가
158,사설안내표지판,수영구,수영구 도시국 도시관리과,광안2동,수영구2006,수영구 광안2동 15916앞,광안해수욕장삼거리에서 광남로쪽,15,3,5,기타,"광남로, 해운대해변로",1200,550,국가기관및기초자치단체(구군청),허가
159,사설안내표지판,수영구,수영구 도시국 도시관리과,광안2동,수영구2006,수영구 광안2동 1539,해수욕장로에서 해수욕장사거리,7,3,3,기타,한바다중길,800,400,교육기관(학교 등),허가
160,사설안내표지판,수영구,수영구 도시국 도시관리과,광안2동,수영구2006,수영구 광안2동 15220,해수욕장로,21,,5,기타,해수욕장로,950,500,교육기관(학교 등),허가
